employeeid,Gender,Age,Education,Tenureinthecompany,PrevousExpinMonths,BuildingTeamCommitment,StrategicThinking,LeadsDecisionMakingandDeliversResults,AnalyticalThinking,CustomerRelations,ServiceQualityandPlanning,SolutionSelling,InMarketExecution,SalesPlanningandForecasting,Negotiation ,ActionableInsights,SolvingProblems,Engage,AppliedThinking,Change,Drive,AverageCompScore,Competency,Attried,PerformanceRating
90056374,2,18,Graduate,2,28,3,2.3,2,2.3,2.5,2,2,2.5,2.7,2,2.5,3.5,2,2.3,2,3,2.4,2,No,2
90056378,2,18,High School,2,22,3,2.3,2,2,2.5,2,1.5,2.5,2.3,2.5,2,3,2,2.3,2.5,2.7,2.3,2,No,3
90056442,2,18,Graduate,2,35,3,2.3,3,2.3,2,2.5,2,2,2.3,2,1.5,2.5,2,2.7,2,2.7,2.3,2,No,2
90056485,2,18,Graduate,2,108,3,2.3,2.7,2.3,2,2,1.5,1.5,2.3,1.5,2,2.5,2.5,2.7,2.5,2.3,2.2,2,No,2
90056580,2,18,High School,2,56,4,2.7,3.3,3,3.5,2.5,3,4,3.3,3.5,3.5,3.5,4.5,3.3,4,3.7,3.5,4,No,3
90056613,1,18,High School,2,52,3.5,3.3,2.7,3.3,3,2.5,3,2,3,3,2,2.5,2,3.7,3.5,3,2.9,3,No,1
90056632,2,18,High School,2,36,3,2,2.3,2.3,3.5,2.5,2.5,3,2.3,2,3,2.5,3,2.3,3.5,3.3,2.7,3,No,1
90056640,2,18,High School,2,43,3,1.7,3.3,2,2,2.5,2.5,2.5,2.3,2.5,2,2.5,2.5,2.7,3,3,2.5,2,No,1
90056708,1,18,Graduate,2,186,3,2,2,2.3,3,2,2.5,2,2,2.5,2.5,2.5,2.5,2.3,2,2.3,2.3,2,No,4
90056360,2,18,Graduate,2,40,2.5,2.3,2.3,2.3,3,2,1.5,2,2.7,1.5,2,2.5,2.5,2.7,2.5,2.3,2.3,2,No,2
90056578,1,18,Graduate,2,52,2.5,2.3,2,2.3,2,2.5,1.5,2.5,2.3,1.5,2,2.5,2.5,2.7,2.5,2,2.2,2,No,2
90056653,2,18,High School,2,53,3.5,2.7,3,2.7,3.5,3.5,2.5,3.5,3,2.5,2.5,3,2.5,3.3,3,3,3,3,No,1
90056566,2,18,Post Graduate,2,97,4,3,3,3,3,2.5,2.5,3,2.7,2,2.5,2.5,2.5,3,2.5,2.7,2.8,3,No,2
90056579,2,18,Graduate,2,169,3.5,2.3,2.7,1.7,2.5,2,2.5,2,2.7,2.5,2,3.5,3.5,2.7,3,2.7,2.6,3,No,3
90056291,2,18,Graduate,2,101,3,2.3,2.3,2.3,2.5,2,2,2.5,2.3,2,2,2.5,2.5,2.3,2.5,2.7,2.4,2,No,3
90056458,2,18,High School,2,0,2,2,1.3,1.7,2.5,2,1.5,2,2,1.5,2.5,2,2.5,1.7,2.5,2,2,1,No,1
90056646,2,18,Graduate,2,53,2.5,2.7,3.3,3.3,3.5,3.5,3.5,3.5,2.7,3.5,2.5,2.5,3.5,3.3,4,3.7,3.2,4,No,3
90056778,2,18,High School,2,25,3.5,2.7,3,2.7,3.5,3,2.5,3,2.7,3,3,3,1.5,3,3,3.3,2.9,3,No,1
90056289,2,18,Below High School,2,28,3,3.7,3,3.7,3,3,1.5,2.5,3,1.5,3,3,3,3.3,3,3,2.9,3,No,1
90056336,2,18,Below High School,2,51,3,2,3,2.3,3.5,2.5,1.5,2.5,3.3,2,3,3,2.5,3.3,2.5,3.7,2.7,3,No,1
90056362,2,18,Graduate,2,91,3,2.7,2.7,2.7,2.5,2,2,2,2.7,1.5,2,3.5,3.5,3.3,3,2.7,2.6,3,No,2
90056405,2,18,Below High School,2,0,3,2.3,2.3,2.3,3,2,1.5,2.5,2,1.5,1.5,3,2.5,1.7,2.5,2.7,2.3,2,No,1
90056430,2,18,Below High School,2,41,2,2,2.3,1.7,2.5,1.5,1.5,1.5,2,2,1.5,2,3,2.3,3,2,2.1,2,No,1
90056454,2,18,Graduate,2,62,3.5,2.7,2.7,3,3.5,2.5,3,3,2.7,2,2.5,3,3.5,2.7,2.5,3,2.9,3,No,2
90056466,2,18,Below High School,2,105,3,2,2.7,2.3,3,3,2.5,2.5,2.7,2,2.5,2.5,3,3,3.5,2.3,2.7,3,No,1
90056470,2,18,Graduate,2,40,2.5,2.7,2.7,2,2.5,2.5,2,2.5,3,2.5,2.5,2.5,1.5,2.3,2,3,2.4,2,No,2
90056590,2,18,Below High School,2,77,2,2,1.7,1.7,2,2.5,2.5,2.5,2,1.5,2.5,2,2,1.7,2.5,2.7,2.1,2,No,1
90056629,1,18,Below High School,2,105,3,2,2.3,2.3,3,2.5,2,2.5,2.7,2,2.5,2.5,3.5,2.7,3.5,2.3,2.6,3,No,1
90056634,2,18,Below High School,2,44,3,2.3,3,2.3,2.5,2.5,1.5,2,2.7,2,2,1.5,3,3,2.5,2.3,2.4,2,No,1
90056636,2,18,Below High School,2,114,3.5,2.7,2.7,3,3,2.5,1.5,3,3,1.5,2.5,3.5,4,2.7,3.5,2.3,2.8,3,No,1
90056637,2,18,Graduate,2,75,2.5,2.3,2.3,2.3,2,3,1.5,2,2.3,1.5,2,2.5,2.5,2.3,2.5,2.3,2.3,2,No,2
90056644,2,18,Below High School,2,20,2.5,1.3,1.7,1.7,3,1.5,1.5,2.5,1.7,1.5,3,2.5,2.5,2.3,2.5,2.3,2.1,2,No,1
90056652,2,18,Below High School,2,34,3,1.7,3,3,3,2.5,2.5,2.5,3,2,2.5,3,3,3,3,3,2.7,3,No,1
90056655,2,18,Below High School,2,37,2.5,2,2.3,2.3,2.5,3,2.5,3.5,2,2.5,3,2,2.5,2.7,3,2.3,2.5,2,No,1
90056661,2,18,Graduate,2,0,2.5,2,2.3,2.3,3,2.5,2.5,2.5,2.3,3.5,2,2.5,2.5,2.3,3.5,2.3,2.5,2,No,3
90056672,1,18,Below High School,2,72,2.5,2.3,2.3,2.3,2.5,3,2,3,2.3,2,2.5,2.5,2.5,3.3,2,2.3,2.5,2,No,1
90056699,2,18,Below High School,2,87,3.5,3,3,2.7,2.5,2,3.5,2.5,3,2,2,3,3,2.7,2.5,3.3,2.8,3,No,1
90056361,2,18,Graduate,2,137,3,2,3.3,1.7,2.5,2,2.5,3,2.7,3,2.5,2,2,2.3,2.5,2.7,2.5,2,No,3
90056459,2,18,High School,2,33,2.5,2.7,2.3,3,2,2.5,1.5,2.5,3,1.5,2.5,2,2.5,2.7,3,2.3,2.4,2,No,1
90056464,2,18,High School,2,70,3.5,2.3,2.7,2.3,3,2,2.5,2.5,2.7,3,2.5,2.5,3.5,2.7,3,3,2.7,3,No,2
90056495,1,18,High School,2,105,3.5,1.7,2.3,2.3,3,3,2.5,3,2.3,2.5,2.5,2.5,2.5,2.3,4,3,2.7,3,No,2
90056505,2,18,Graduate,2,0,3.5,2.3,2.7,3,2.5,2.5,1.5,2,2.7,1.5,2,2.5,2.5,3.3,3,2.7,2.5,2,No,3
90056406,2,18,High School,2,20,3,2,2.7,2.3,2,2,1.5,2,2.7,1,2,3,3,2.3,2.5,2.7,2.3,2,No,1
90056473,2,18,Graduate,2,186,3.5,2,2,2,2,2,1.5,2,1.7,1,2,2,2,2,2,2.3,2,1,No,4
90056586,1,18,Graduate,2,82,3.5,2.3,2.7,2.7,3,3,1.5,2,3,2,2.5,3,3.5,2.7,3.5,3,2.7,3,No,3
90056379,2,18,High School,2,165,3.5,3,3,3,2.5,2,2.5,2,2.3,2.5,2.5,3,3,2.3,2.5,3,2.7,3,No,2
90056643,2,18,High School,2,69,3,1.7,2.7,2.3,2.5,2,2.5,2,2.3,2.5,2,2.5,3.5,2.3,2.5,2.3,2.4,2,No,2
90056538,2,18,Graduate,2,168,3,1.7,2.3,2,2.5,1.5,1.5,2,2,1.5,2,2.5,3,2.3,2.5,2.3,2.2,2,No,4
90056584,2,18,Graduate,2,82,3,2,2,2,2.5,2,1.5,2,2,1,2.5,2,3,2,2.5,2,2.1,2,No,3
90056641,2,18,Graduate,2,62,3.5,2.3,3,3,2.5,2,1.5,2.5,2.3,1.5,2.5,3.5,3.5,3,3,2.7,2.6,3,No,2
90056426,2,18,Below High School,2,32,3.5,2.3,3,2.3,2.5,2,2.5,2.5,3,2.5,2,2,2.5,2.7,3,3.3,2.6,3,No,1
90056435,1,18,Graduate,2,0,2.5,2.3,2.7,2.7,3.5,2.5,2,2.5,2.3,2,2.5,2.5,2.5,2.3,2,2.7,2.5,2,No,2
90056453,2,18,Below High School,2,37,2.5,2,1.7,2,3.5,2,2,2.5,2,2,2,3,2.5,2,2.5,2.7,2.3,2,No,1
90056493,2,18,Graduate,2,69,3,2.3,3.3,2.7,2.5,3.5,3.5,2.5,2,3.5,2,2,3,3.3,3.5,2.7,2.8,3,No,2
90056502,2,18,Below High School,2,0,3,2.3,3,2.3,3,2,2,3,2.7,2,2,2.5,3,2.7,3.5,2.3,2.6,3,No,1
90056529,2,18,Graduate,2,90,2.5,2.3,2.3,2.7,3.5,2.5,2,2.5,2.3,2,2.5,1.5,2.5,2.3,2.5,2.7,2.4,2,No,2
90056581,2,18,Graduate,2,70,3.5,2,3,2.7,2.5,2.5,2,2,2.3,2,2,3.5,3.5,2.7,3.5,3,2.7,3,No,2
90056437,2,18,Graduate,2,0,3,2,2.3,2,3,3,2.5,3,2.7,2.5,3,2,3,1.7,3.5,3.3,2.7,3,No,4
90056436,2,18,Graduate,2,0,3,1.7,2.3,1.3,2.5,2,1.5,1.5,2,2.5,2,2,1.5,2,2.5,2.3,2,1,No,2
90056449,2,18,Below High School,2,22,2,2,2.3,2,1.5,2.5,1.5,1.5,1.7,1,1.5,1.5,1.5,2.3,2,3,1.9,1,No,1
90056384,2,18,Graduate,2,21,3.5,2.3,3.3,2.7,3.5,3.5,2.5,2.5,2,1.5,3,2.5,2,3.3,2.5,3.7,2.8,3,No,4
90056327,2,18,Graduate,2,120,3.5,2,2.7,2,3,1.5,1.5,2.5,3,1,2.5,2.5,2.5,2.3,2.5,2.3,2.3,2,No,3
90056531,2,18,Post Graduate,2,28,3.5,2.3,2,2.3,2,2,1.5,1.5,2.3,1,2,3,3,2.3,3,2.3,2.3,2,No,2
90056448,2,18,Post Graduate,2,29,3.5,1.7,2.3,1.3,2,1.5,1.5,2.5,2,1.5,2,2.5,3.5,2,2.5,2,2.1,2,No,3
90056660,2,18,Graduate,2,0,3.5,2.3,2.3,2.7,2.5,2.5,2,2.5,2.7,2.5,2,2,2.5,2.3,3,3,2.5,2,No,1
90056375,1,18,Graduate,2,69,2.5,1.7,2.3,1.7,2,1.5,2,1.5,1.7,3,2,2,2,1.7,2.5,2.3,2,1,No,1
90056314,2,18,Post Graduate,2,282,3.5,2.3,2,2.7,2,2,1.5,2.5,2.3,2.5,1.5,3,2,2.3,2.5,2.7,2.3,2,No,3
90056469,2,18,Graduate,2,2,2.5,2,2,1.7,2.5,2.5,2.5,2.5,2,2,1.5,1.5,3,1.7,3,2.3,2.2,2,No,1
90055802,2,18,Graduate,2,52,2.5,1.3,1.7,2,1.5,1.5,1,2,1.7,1,1.5,1.5,2,2,2.5,1.7,1.7,1,No,2
90055951,2,18,Graduate,2,55,3.5,3.3,3.7,3.3,3.5,2,2,2.5,2.7,3,2.5,3.5,3.5,3,3,3.3,3,3,No,1
90055952,2,18,Graduate,2,122,4,2.3,3,3,3,1.5,2,2.5,2.7,1.5,2,3.5,3.5,3.3,3.5,3.7,2.8,3,No,2
90056204,2,18,Graduate,2,253,2,1.7,1.7,1.3,2,1,1,2,2,1,1,2.5,1.5,1.7,1.5,2,1.6,1,No,2
90056284,2,18,Graduate,2,14,3,3,3,2.7,2.5,2.5,2.5,2.5,2.7,2,3,3,3,3,3,3.3,2.8,3,No,2
90055890,2,18,High School,2,61,4,3.3,2.7,3,3,2,2.5,1.5,3,2.5,2.5,3,2.5,2.7,2,3.3,2.7,3,No,1
90055893,1,18,High School,2,50,2.5,2.3,2.3,2,3,2,1.5,2.5,1.7,1.5,2,2.5,3,2.7,2.5,2,2.3,2,No,1
90055946,2,18,High School,2,69,2,1.7,2,2,3,2,2,2,1.7,2.5,2,2,3,2,3,2.3,2.2,2,No,1
90055963,2,18,High School,2,64,2.5,1.7,2,2.3,2.5,1.5,1.5,2.5,2,1.5,1.5,2.5,2.5,2.7,2.5,2.7,2.1,2,No,1
90056032,2,18,High School,2,42,4,3.3,4,3,3,3.5,3,2.5,3.7,3,2,3.5,3.5,3.3,3.5,3.7,3.3,4,No,1
90056146,2,18,High School,2,24,3,2.7,3.3,2.7,2.5,2.5,2.5,3,2.3,2.5,2,3.5,4,3.3,2.5,3,2.8,3,No,1
90056169,2,18,High School,2,56,2.5,2.3,2.3,2.3,3,2.5,2.5,2.5,2,2.5,2,3,3,2.7,2,3,2.5,2,No,3
90056219,2,18,High School,2,58,2.5,2,1.7,2.7,2,2.5,1.5,2,1.7,1.5,2,3.5,2.5,3,2.5,2.3,2.2,2,No,1
90056236,2,18,Graduate,2,189,3.5,3,2.7,2.7,4,3,2.5,3.5,3.3,2,3,3.5,4,2.7,3.5,3,3.1,4,No,4
90055814,2,18,High School,2,130,3.5,3,2.7,3.3,3.5,2,1.5,3.5,4,1.5,3,3,3.5,3.7,3,2.3,2.9,3,No,4
90056113,2,18,High School,2,20,3,1.7,2,1.7,2.5,2,1.5,2,2,1,1.5,2,2.5,2,2.5,2.3,2,1,No,1
90056225,2,18,Graduate,2,53,2.5,3,3,3.3,3.5,3.5,3.5,3.5,2.3,3.5,3.5,3.5,3,3.3,3,3.3,3.2,4,No,2
90056033,2,18,Graduate,2,22,3.5,2.3,3,2.3,4,3,3,3.5,2.7,2.5,3,2.5,3,3,4,3.3,3,3,No,2
90056129,2,18,High School,2,87,3,2.3,2,2.3,2.5,2,2,2.5,2.7,2,2.5,3.5,2,2.3,2,3,2.4,2,No,1
90056238,2,18,Graduate,2,26,3,2.3,2,2,2.5,2,1.5,2.5,2.3,2.5,2,3,2,2.3,2.5,2.7,2.3,2,No,2
90056176,2,18,Graduate,2,119,3,2.3,3,2.3,2,2.5,2,2,2.3,2,1.5,2.5,2,2.7,2,2.7,2.3,2,No,2
90055803,2,18,Graduate,2,169,3,2.3,2.7,2.3,2,2,1.5,1.5,2.3,1.5,2,2.5,2.5,2.7,2.5,2.3,2.2,2,No,4
90055807,2,18,Below High School,2,67,4,2.7,3.3,3,3.5,2.5,3,4,3.3,3.5,3.5,3.5,4.5,3.3,4,3.7,3.5,4,No,1
90055837,2,18,Below High School,2,19,3.5,3.3,2.7,3.3,3,2.5,3,2,3,3,2,2.5,2,3.7,3.5,3,2.9,3,No,1
90055870,2,18,Below High School,2,44,3,2,2.3,2.3,3.5,2.5,2.5,3,2.3,2,3,2.5,3,2.3,3.5,3.3,2.7,3,No,1
90055884,2,18,Below High School,2,43,3,1.7,3.3,2,2,2.5,2.5,2.5,2.3,2.5,2,2.5,2.5,2.7,3,3,2.5,2,No,1
90055927,2,18,Below High School,2,14,3,2,2,2.3,3,2,2.5,2,2,2.5,2.5,2.5,2.5,2.3,2,2.3,2.3,2,No,1
90055930,2,18,Below High School,2,26,2.5,2.3,2.3,2.3,3,2,1.5,2,2.7,1.5,2,2.5,2.5,2.7,2.5,2.3,2.3,2,No,1
90055947,2,18,Below High School,2,40,2.5,2.3,2,2.3,2,2.5,1.5,2.5,2.3,1.5,2,2.5,2.5,2.7,2.5,2,2.2,2,No,1
90055953,2,18,Below High School,2,59,3.5,2.7,3,2.7,3.5,3.5,2.5,3.5,3,2.5,2.5,3,2.5,3.3,3,3,3,3,No,1
90055959,2,18,Below High School,2,92,4,3,3,3,3,2.5,2.5,3,2.7,2,2.5,2.5,2.5,3,2.5,2.7,2.8,3,No,1
90055983,2,18,Below High School,2,87,3.5,2.3,2.7,1.7,2.5,2,2.5,2,2.7,2.5,2,3.5,3.5,2.7,3,2.7,2.6,3,No,1
90056029,2,18,Below High School,2,44,3,2.3,2.3,2.3,2.5,2,2,2.5,2.3,2,2,2.5,2.5,2.3,2.5,2.7,2.4,2,No,1
90056030,2,18,Below High School,2,110,2,2,1.3,1.7,2.5,2,1.5,2,2,1.5,2.5,2,2.5,1.7,2.5,2,2,1,No,1
90056061,2,18,Graduate,2,125,2.5,2.7,3.3,3.3,3.5,3.5,3.5,3.5,2.7,3.5,2.5,2.5,3.5,3.3,4,3.7,3.2,4,No,2
90056090,2,18,Below High School,2,83,3.5,2.7,3,2.7,3.5,3,2.5,3,2.7,3,3,3,1.5,3,3,3.3,2.9,3,No,1
90056105,2,18,Below High School,2,101,3,3.7,3,3.7,3,3,1.5,2.5,3,1.5,3,3,3,3.3,3,3,2.9,3,No,1
90056107,1,18,Below High School,2,52,3,2,3,2.3,3.5,2.5,1.5,2.5,3.3,2,3,3,2.5,3.3,2.5,3.7,2.7,3,No,1
90056119,2,18,Graduate,2,37,3,2.7,2.7,2.7,2.5,2,2,2,2.7,1.5,2,3.5,3.5,3.3,3,2.7,2.6,3,No,2
90056123,2,18,Below High School,2,15,3,2.3,2.3,2.3,3,2,1.5,2.5,2,1.5,1.5,3,2.5,1.7,2.5,2.7,2.3,2,No,1
90056131,2,18,Below High School,2,31,2,2,2.3,1.7,2.5,1.5,1.5,1.5,2,2,1.5,2,3,2.3,3,2,2.1,2,No,1
90056133,2,18,Below High School,2,12,3.5,2.7,2.7,3,3.5,2.5,3,3,2.7,2,2.5,3,3.5,2.7,2.5,3,2.9,3,No,1
90056206,2,18,Below High School,2,65,3,2,2.7,2.3,3,3,2.5,2.5,2.7,2,2.5,2.5,3,3,3.5,2.3,2.7,3,No,1
90056216,2,18,Graduate,2,93,2.5,2.7,2.7,2,2.5,2.5,2,2.5,3,2.5,2.5,2.5,1.5,2.3,2,3,2.4,2,No,2
90056220,2,18,Below High School,2,55,2,2,1.7,1.7,2,2.5,2.5,2.5,2,1.5,2.5,2,2,1.7,2.5,2.7,2.1,2,No,1
90056226,2,18,Below High School,2,68,3,2,2.3,2.3,3,2.5,2,2.5,2.7,2,2.5,2.5,3.5,2.7,3.5,2.3,2.6,3,No,1
90056231,2,18,Graduate,2,50,3,2.3,3,2.3,2.5,2.5,1.5,2,2.7,2,2,1.5,3,3,2.5,2.3,2.4,2,No,3
90056260,2,18,Below High School,2,57,3.5,2.7,2.7,3,3,2.5,1.5,3,3,1.5,2.5,3.5,4,2.7,3.5,2.3,2.8,3,No,1
90056269,2,18,Below High School,2,17,2.5,2.3,2.3,2.3,2,3,1.5,2,2.3,1.5,2,2.5,2.5,2.3,2.5,2.3,2.3,2,No,1
90056280,2,18,Below High School,2,40,2.5,1.3,1.7,1.7,3,1.5,1.5,2.5,1.7,1.5,3,2.5,2.5,2.3,2.5,2.3,2.1,2,No,1
90056282,2,18,Below High School,2,46,3,1.7,3,3,3,2.5,2.5,2.5,3,2,2.5,3,3,3,3,3,2.7,3,No,1
90055816,2,18,Graduate,2,126,2.5,2,2.3,2.3,2.5,3,2.5,3.5,2,2.5,3,2,2.5,2.7,3,2.3,2.5,2,No,3
90055895,2,18,High School,2,108,2.5,2,2.3,2.3,3,2.5,2.5,2.5,2.3,3.5,2,2.5,2.5,2.3,3.5,2.3,2.5,2,No,2
90055921,2,18,Graduate,2,179,2.5,2.3,2.3,2.3,2.5,3,2,3,2.3,2,2.5,2.5,2.5,3.3,2,2.3,2.5,2,No,3
90056111,2,18,Graduate,2,134,3.5,3,3,2.7,2.5,2,3.5,2.5,3,2,2,3,3,2.7,2.5,3.3,2.8,3,No,4
90056125,2,18,High School,2,51,3,2,3.3,1.7,2.5,2,2.5,3,2.7,3,2.5,2,2,2.3,2.5,2.7,2.5,2,No,1
90056132,2,18,High School,2,88,2.5,2.7,2.3,3,2,2.5,1.5,2.5,3,1.5,2.5,2,2.5,2.7,3,2.3,2.4,2,No,2
90055813,2,18,High School,2,22,3.5,2.3,2.7,2.3,3,2,2.5,2.5,2.7,3,2.5,2.5,3.5,2.7,3,3,2.7,3,No,2
90056004,2,18,Graduate,2,140,3.5,1.7,2.3,2.3,3,3,2.5,3,2.3,2.5,2.5,2.5,2.5,2.3,4,3,2.7,3,No,4
90056120,2,18,High School,2,32,3.5,2.3,2.7,3,2.5,2.5,1.5,2,2.7,1.5,2,2.5,2.5,3.3,3,2.7,2.5,2,No,2
90055821,2,18,Graduate,2,136,3,2,2.7,2.3,2,2,1.5,2,2.7,1,2,3,3,2.3,2.5,2.7,2.3,2,No,3
90055899,2,18,High School,2,87,3.5,2,2,2,2,2,1.5,2,1.7,1,2,2,2,2,2,2.3,2,1,No,2
90056174,2,18,Graduate,2,144,3.5,2.3,2.7,2.7,3,3,1.5,2,3,2,2.5,3,3.5,2.7,3.5,3,2.7,3,No,4
90056139,1,18,High School,2,0,3.5,3,3,3,2.5,2,2.5,2,2.3,2.5,2.5,3,3,2.3,2.5,3,2.7,3,No,1
90055898,2,18,Graduate,2,0,3,1.7,2.7,2.3,2.5,2,2.5,2,2.3,2.5,2,2.5,3.5,2.3,2.5,2.3,2.4,2,No,4
90055817,2,18,Below High School,2,56,3,1.7,2.3,2,2.5,1.5,1.5,2,2,1.5,2,2.5,3,2.3,2.5,2.3,2.2,2,No,1
90055885,2,18,Below High School,2,44,3,2,2,2,2.5,2,1.5,2,2,1,2.5,2,3,2,2.5,2,2.1,2,No,1
90055909,2,18,Graduate,2,64,3.5,2.3,3,3,2.5,2,1.5,2.5,2.3,1.5,2.5,3.5,3.5,3,3,2.7,2.6,3,No,2
90056059,2,18,Graduate,2,84,3.5,2.3,3,2.3,2.5,2,2.5,2.5,3,2.5,2,2,2.5,2.7,3,3.3,2.6,3,No,3
90056064,2,18,Graduate,2,129,2.5,2.3,2.7,2.7,3.5,2.5,2,2.5,2.3,2,2.5,2.5,2.5,2.3,2,2.7,2.5,2,No,4
90056154,2,18,Graduate,2,61,2.5,2,1.7,2,3.5,2,2,2.5,2,2,2,3,2.5,2,2.5,2.7,2.3,2,No,2
90056166,2,18,Below High School,2,69,3,2.3,3.3,2.7,2.5,3.5,3.5,2.5,2,3.5,2,2,3,3.3,3.5,2.7,2.8,3,No,1
90055919,2,18,Graduate,2,110,3,2.3,3,2.3,3,2,2,3,2.7,2,2,2.5,3,2.7,3.5,2.3,2.6,3,No,4
90055994,2,18,Graduate,2,58,2.5,2.3,2.3,2.7,3.5,2.5,2,2.5,2.3,2,2.5,1.5,2.5,2.3,2.5,2.7,2.4,2,No,3
90056155,2,18,Post Graduate,2,4,3.5,2,3,2.7,2.5,2.5,2,2,2.3,2,2,3.5,3.5,2.7,3.5,3,2.7,3,No,2
90056262,2,18,Graduate,2,209,3,2,2.3,2,3,3,2.5,3,2.7,2.5,3,2,3,1.7,3.5,3.3,2.7,3,No,5
90055864,2,18,Graduate,2,40,3,1.7,2.3,1.3,2.5,2,1.5,1.5,2,2.5,2,2,1.5,2,2.5,2.3,2,1,No,1
90056286,2,18,Post Graduate,2,61,2,2,2.3,2,1.5,2.5,1.5,1.5,1.7,1,1.5,1.5,1.5,2.3,2,3,1.9,1,No,2
90055928,2,18,Graduate,2,81,3.5,2.3,3.3,2.7,3.5,3.5,2.5,2.5,2,1.5,3,2.5,2,3.3,2.5,3.7,2.8,3,No,1
90056070,1,18,Graduate,2,0,3.5,2,2.7,2,3,1.5,1.5,2.5,3,1,2.5,2.5,2.5,2.3,2.5,2.3,2.3,2,No,4
90055918,2,18,Post Graduate,2,151,3.5,2.3,2,2.3,2,2,1.5,1.5,2.3,1,2,3,3,2.3,3,2.3,2.3,2,No,3
90055815,2,18,Graduate,2,121,3.5,1.7,2.3,1.3,2,1.5,1.5,2.5,2,1.5,2,2.5,3.5,2,2.5,2,2.1,2,No,2
90055525,1,18,Graduate,2,0,3.5,2.3,2.3,2.7,2.5,2.5,2,2.5,2.7,2.5,2,2,2.5,2.3,3,3,2.5,2,No,2
90055558,2,18,Graduate,2,65,2.5,1.7,2.3,1.7,2,1.5,2,1.5,1.7,3,2,2,2,1.7,2.5,2.3,2,1,No,3
90055969,2,18,High School,2,59,3.5,2.3,2,2.7,2,2,1.5,2.5,2.3,2.5,1.5,3,2,2.3,2.5,2.7,2.3,2,No,1
90055388,2,18,High School,2,69,2.5,2,2,1.7,2.5,2.5,2.5,2.5,2,2,1.5,1.5,3,1.7,3,2.3,2.2,2,No,3
90055396,1,18,High School,2,40,2.5,1.3,1.7,2,1.5,1.5,1,2,1.7,1,1.5,1.5,2,2,2.5,1.7,1.7,1,No,1
90055434,2,18,High School,2,56,3.5,3.3,3.7,3.3,3.5,2,2,2.5,2.7,3,2.5,3.5,3.5,3,3,3.3,3,3,No,1
90055448,2,18,High School,2,33,4,2.3,3,3,3,1.5,2,2.5,2.7,1.5,2,3.5,3.5,3.3,3.5,3.7,2.8,3,No,1
90055450,2,18,High School,2,50,2,1.7,1.7,1.3,2,1,1,2,2,1,1,2.5,1.5,1.7,1.5,2,1.6,1,No,1
90055516,2,18,High School,2,50,3,3,3,2.7,2.5,2.5,2.5,2.5,2.7,2,3,3,3,3,3,3.3,2.8,3,No,1
90055690,2,18,High School,2,47,4,3.3,2.7,3,3,2,2.5,1.5,3,2.5,2.5,3,2.5,2.7,2,3.3,2.7,3,No,1
90055732,1,18,High School,2,84,2.5,2.3,2.3,2,3,2,1.5,2.5,1.7,1.5,2,2.5,3,2.7,2.5,2,2.3,2,No,1
90055736,1,18,Graduate,2,96,2,1.7,2,2,3,2,2,2,1.7,2.5,2,2,3,2,3,2.3,2.2,2,No,2
90055879,2,18,High School,2,68,2.5,1.7,2,2.3,2.5,1.5,1.5,2.5,2,1.5,1.5,2.5,2.5,2.7,2.5,2.7,2.1,2,No,1
90055966,2,18,High School,2,50,4,3.3,4,3,3,3.5,3,2.5,3.7,3,2,3.5,3.5,3.3,3.5,3.7,3.3,4,No,1
90055971,2,18,High School,2,57,3,2.7,3.3,2.7,2.5,2.5,2.5,3,2.3,2.5,2,3.5,4,3.3,2.5,3,2.8,3,No,1
90055980,2,18,High School,2,40,2.5,2.3,2.3,2.3,3,2.5,2.5,2.5,2,2.5,2,3,3,2.7,2,3,2.5,2,No,1
90055470,2,18,High School,2,26,2.5,2,1.7,2.7,2,2.5,1.5,2,1.7,1.5,2,3.5,2.5,3,2.5,2.3,2.2,2,No,1
90055787,2,18,Graduate,2,83,3.5,3,2.7,2.7,4,3,2.5,3.5,3.3,2,3,3.5,4,2.7,3.5,3,3.1,4,No,3
90055737,2,18,Graduate,2,97,3.5,3,2.7,3.3,3.5,2,1.5,3.5,4,1.5,3,3,3.5,3.7,3,2.3,2.9,3,No,4
90068972,2,18,Graduate,2,107,3,1.7,2,1.7,2.5,2,1.5,2,2,1,1.5,2,2.5,2,2.5,2.3,2,1,No,3
90055389,2,18,Graduate,2,117,2.5,3,3,3.3,3.5,3.5,3.5,3.5,2.3,3.5,3.5,3.5,3,3.3,3,3.3,3.2,4,No,3
90055489,2,18,High School,2,14,3.5,2.3,3,2.3,4,3,3,3.5,2.7,2.5,3,2.5,3,3,4,3.3,3,3,No,1
90055543,1,18,High School,2,33,3,2.3,2,2.3,2.5,2,2,2.5,2.7,2,2.5,3.5,2,2.3,2,3,2.4,2,No,1
90055639,2,18,Graduate,2,104,3,2.3,2,2,2.5,2,1.5,2.5,2.3,2.5,2,3,2,2.3,2.5,2.7,2.3,2,No,3
90055685,2,18,Graduate,2,89,3,2.3,3,2.3,2,2.5,2,2,2.3,2,1.5,2.5,2,2.7,2,2.7,2.3,2,No,2
90068134,2,18,Graduate,2,48,3,2.3,2.7,2.3,2,2,1.5,1.5,2.3,1.5,2,2.5,2.5,2.7,2.5,2.3,2.2,2,No,3
90055381,2,18,Below High School,2,106,4,2.7,3.3,3,3.5,2.5,3,4,3.3,3.5,3.5,3.5,4.5,3.3,4,3.7,3.5,4,No,1
